G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Year
57,Fri Feb 11 2022,9:00p,,Box Score,@,Utah Jazz,L,,99,114,13,44,L 1,18306.0,2:07,,ORL,2022
58,Sat Feb 12 2022,9:00p,,Box Score,@,Phoenix Suns,L,,105,132,13,45,L 2,17071.0,1:57,,ORL,2022
59,Mon Feb 14 2022,9:00p,,Box Score,@,Denver Nuggets,L,,111,121,13,46,L 3,15025.0,2:18,,ORL,2022
60,Wed Feb 16 2022,7:00p,,Box Score,,Atlanta Hawks,L,,109,130,13,47,L 4,14398.0,2:01,,ORL,2022
61,Fri Feb 25 2022,7:00p,,Box Score,,Houston Rockets,W,,119,111,14,47,W 1,16631.0,2:17,,ORL,2022
62,Mon Feb 28 2022,7:00p,,Box Score,,Indiana Pacers,W,,119,103,15,47,W 2,13014.0,2:17,,ORL,2022
63,Wed Mar 2 2022,7:00p,,Box Score,,Indiana Pacers,L,OT,114,122,15,48,L 1,11221.0,2:33,,ORL,2022
64,Fri Mar 4 2022,7:30p,,Box Score,@,Toronto Raptors,W,,103,97,16,48,W 1,19081.0,2:06,,ORL,2022
65,Sat Mar 5 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,96,124,16,49,L 1,17794.0,2:00,,ORL,2022
66,Tue Mar 8 2022,7:00p,,Box Score,,Phoenix Suns,L,,99,102,16,50,L 2,14024.0,2:18,,ORL,2022
67,Wed Mar 9 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,108,102,17,50,W 1,15633.0,2:12,,ORL,2022
68,Fri Mar 11 2022,7:00p,,Box Score,,Minnesota Timberwolves,W,,118,110,18,50,W 2,14557.0,2:07,,ORL,2022
69,Sun Mar 13 2022,6:00p,,Box Score,,Philadelphia 76ers,L,OT,114,116,18,51,L 1,14444.0,2:40,,ORL,2022
70,Tue Mar 15 2022,7:00p,,Box Score,,Brooklyn Nets,L,,108,150,18,52,L 2,15282.0,2:14,,ORL,2022
71,Thu Mar 17 2022,7:00p,,Box Score,,Detroit Pistons,L,,120,134,18,53,L 3,14369.0,2:14,,ORL,2022
72,Sun Mar 20 2022,6:00p,,Box Score,,Oklahoma City Thunder,W,,90,85,19,53,W 1,15012.0,2:09,,ORL,2022
73,Tue Mar 22 2022,7:00p,,Box Score,,Golden State Warriors,W,,94,90,20,53,W 2,17164.0,2:19,,ORL,2022
74,Wed Mar 23 2022,8:00p,,Box Score,@,Oklahoma City Thunder,L,,102,118,20,54,L 1,14393.0,2:12,,ORL,2022
75,Sat Mar 26 2022,7:00p,,Box Score,,Sacramento Kings,L,OT,110,114,20,55,L 2,16366.0,2:14,,ORL,2022
76,Mon Mar 28 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,,101,107,20,56,L 3,19432.0,2:09,,ORL,2022
77,Wed Mar 30 2022,7:00p,,Box Score,@,Washington Wizards,L,,110,127,20,57,L 4,16455.0,2:07,,ORL,2022
78,Fri Apr 1 2022,7:00p,,Box Score,,Toronto Raptors,L,,89,102,20,58,L 5,17566.0,2:03,,ORL,2022
79,Sun Apr 3 2022,6:00p,,Box Score,,New York Knicks,L,,88,118,20,59,L 6,15747.0,2:05,,ORL,2022
80,Tue Apr 5 2022,7:00p,,Box Score,,Cleveland Cavaliers,W,,120,115,21,59,W 1,16897.0,2:06,,ORL,2022
81,Thu Apr 7 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,101,128,21,60,L 1,16427.0,2:18,,ORL,2022
82,Sun Apr 10 2022,7:00p,,Box Score,,Miami Heat,W,,125,111,22,60,W 1,19253.0,1:56,,ORL,2022
1,Thu Oct 26 2023,7:30p,,Box Score,@,Milwaukee Bucks,L,,117,118,0,1,L 1,17783.0,2:40,,PHI,2024
2,Sat Oct 28 2023,7:30p,,Box Score,@,Toronto Raptors,W,,114,107,1,1,W 1,19800.0,2:10,,PHI,2024
3,Sun Oct 29 2023,7:30p,,Box Score,,Portland Trail Blazers,W,,126,98,2,1,W 2,19768.0,2:13,,PHI,2024
4,Thu Nov 2 2023,7:00p,,Box Score,,Toronto Raptors,W,,114,99,3,1,W 3,19773.0,2:16,,PHI,2024
5,Sat Nov 4 2023,1:00p,,Box Score,,Phoenix Suns,W,,112,100,4,1,W 4,19796.0,2:18,,PHI,2024
6,Mon Nov 6 2023,7:00p,,Box Score,,Washington Wizards,W,,146,128,5,1,W 5,19765.0,2:14,,PHI,2024
7,Wed Nov 8 2023,7:00p,,Box Score,,Boston Celtics,W,,106,103,6,1,W 6,19953.0,2:11,,PHI,2024
8,Fri Nov 10 2023,7:00p,,Box Score,@,Detroit Pistons,W,,114,106,7,1,W 7,18902.0,2:18,In-Season Tournament,PHI,2024
9,Sun Nov 12 2023,6:00p,,Box Score,,Indiana Pacers,W,,137,126,8,1,W 8,19758.0,2:06,,PHI,2024
10,Tue Nov 14 2023,7:00p,,Box Score,,Indiana Pacers,L,,126,132,8,2,L 1,19774.0,2:37,In-Season Tournament,PHI,2024
11,Wed Nov 15 2023,7:30p,,Box Score,,Boston Celtics,L,,107,117,8,3,L 2,19773.0,2:10,,PHI,2024
12,Fri Nov 17 2023,7:30p,,Box Score,@,Atlanta Hawks,W,,126,116,9,3,W 1,17067.0,2:19,In-Season Tournament,PHI,2024
13,Sun Nov 19 2023,3:00p,,Box Score,@,Brooklyn Nets,W,,121,99,10,3,W 2,17934.0,2:08,,PHI,2024
14,Tue Nov 21 2023,7:30p,,Box Score,,Cleveland Cavaliers,L,OT,119,122,10,4,L 1,20565.0,2:51,In-Season Tournament,PHI,2024
15,Wed Nov 22 2023,8:00p,,Box Score,@,Minnesota Timberwolves,L,,99,112,10,5,L 2,18024.0,2:09,,PHI,2024
16,Sat Nov 25 2023,5:00p,,Box Score,@,Oklahoma City Thunder,W,,127,123,11,5,W 1,17125.0,2:33,,PHI,2024
17,Mon Nov 27 2023,7:00p,,Box Score,,Los Angeles Lakers,W,,138,94,12,5,W 2,19907.0,2:11,,PHI,2024
18,Wed Nov 29 2023,8:00p,,Box Score,@,New Orleans Pelicans,L,,114,124,12,6,L 1,16009.0,2:23,,PHI,2024
19,Fri Dec 1 2023,7:30p,,Box Score,@,Boston Celtics,L,,119,125,12,7,L 2,19156.0,2:25,,PHI,2024
20,Wed Dec 6 2023,7:00p,,Box Score,@,Washington Wizards,W,,131,126,13,7,W 1,15568.0,2:07,,PHI,2024
21,Fri Dec 8 2023,7:00p,,Box Score,,Atlanta Hawks,W,,125,114,14,7,W 2,19746.0,2:13,,PHI,2024
22,Mon Dec 11 2023,7:00p,,Box Score,,Washington Wizards,W,,146,101,15,7,W 3,19762.0,2:12,,PHI,2024
23,Wed Dec 13 2023,7:00p,,Box Score,@,Detroit Pistons,W,,129,111,16,7,W 4,16749.0,2:10,,PHI,2024
24,Fri Dec 15 2023,7:00p,,Box Score,,Detroit Pistons,W,,124,92,17,7,W 5,19761.0,2:11,,PHI,2024
25,Sat Dec 16 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,135,82,18,7,W 6,17829.0,2:01,,PHI,2024
26,Mon Dec 18 2023,7:00p,,Box Score,,Chicago Bulls,L,,104,108,18,8,L 1,19773.0,2:09,,PHI,2024
27,Wed Dec 20 2023,7:00p,,Box Score,,Minnesota Timberwolves,W,,127,113,19,8,W 1,20365.0,2:23,,PHI,2024
28,Fri Dec 22 2023,7:00p,,Box Score,,Toronto Raptors,W,,121,111,20,8,W 2,20230.0,2:13,,PHI,2024
29,Mon Dec 25 2023,8:00p,,Box Score,@,Miami Heat,L,,113,119,20,9,L 1,20162.0,2:24,,PHI,2024
30,Wed Dec 27 2023,7:00p,,Box Score,@,Orlando Magic,W,,112,92,21,9,W 1,19179.0,2:15,,PHI,2024
31,Fri Dec 29 2023,8:00p,,Box Score,@,Houston Rockets,W,,131,127,22,9,W 2,18055.0,2:17,,PHI,2024
32,Sat Dec 30 2023,8:00p,,Box Score,@,Chicago Bulls,L,,92,105,22,10,L 1,21648.0,2:10,,PHI,2024
33,Tue Jan 2 2024,7:00p,,Box Score,,Chicago Bulls,W,,110,97,23,10,W 1,19772.0,2:17,,PHI,2024
34,Fri Jan 5 2024,7:30p,,Box Score,,New York Knicks,L,,92,128,23,11,L 1,20461.0,2:21,,PHI,2024
35,Sat Jan 6 2024,7:30p,,Box Score,,Utah Jazz,L,,109,120,23,12,L 2,20278.0,2:13,,PHI,2024
36,Wed Jan 10 2024,7:30p,,Box Score,@,Atlanta Hawks,L,OT,132,139,23,13,L 3,16089.0,2:37,,PHI,2024
37,Fri Jan 12 2024,7:30p,,Box Score,,Sacramento Kings,W,,112,93,24,13,W 1,19766.0,2:16,,PHI,2024
38,Mon Jan 15 2024,1:00p,,Box Score,,Houston Rockets,W,,124,115,25,13,W 2,20822.0,2:25,,PHI,2024
39,Tue Jan 16 2024,7:30p,,Box Score,,Denver Nuggets,W,,126,121,26,13,W 3,19775.0,2:28,,PHI,2024
40,Fri Jan 19 2024,7:00p,,Box Score,@,Orlando Magic,W,,124,109,27,13,W 4,19063.0,2:16,,PHI,2024
41,Sat Jan 20 2024,7:00p,,Box Score,@,Charlotte Hornets,W,,97,89,28,13,W 5,18261.0,2:09,,PHI,2024
42,Mon Jan 22 2024,7:00p,,Box Score,,San Antonio Spurs,W,,133,123,29,13,W 6,20511.0,2:19,,PHI,2024
43,Thu Jan 25 2024,7:00p,,Box Score,@,Indiana Pacers,L,,122,134,29,14,L 1,15699.0,2:30,,PHI,2024
44,Sat Jan 27 2024,5:30p,,Box Score,@,Denver Nuggets,L,,105,111,29,15,L 2,19805.0,2:22,,PHI,2024
45,Mon Jan 29 2024,10:00p,,Box Score,@,Portland Trail Blazers,L,,104,130,29,16,L 3,17128.0,2:12,,PHI,2024
46,Tue Jan 30 2024,10:00p,,Box Score,@,Golden State Warriors,L,,107,119,29,17,L 4,18064.0,2:22,,PHI,2024
47,Thu Feb 1 2024,10:00p,,Box Score,@,Utah Jazz,W,,127,124,30,17,W 1,18206.0,2:26,,PHI,2024
48,Sat Feb 3 2024,6:00p,,Box Score,,Brooklyn Nets,L,,121,136,30,18,L 1,20673.0,2:11,,PHI,2024
49,Mon Feb 5 2024,7:00p,,Box Score,,Dallas Mavericks,L,,102,118,30,19,L 2,19764.0,2:08,,PHI,2024
50,Wed Feb 7 2024,7:30p,,Box Score,,Golden State Warriors,L,,104,127,30,20,L 3,19780.0,2:14,,PHI,2024
51,Fri Feb 9 2024,7:00p,,Box Score,,Atlanta Hawks,L,,121,127,30,21,L 4,19758.0,2:24,,PHI,2024
52,Sat Feb 10 2024,7:00p,,Box Score,@,Washington Wizards,W,,119,113,31,21,W 1,20333.0,2:13,,PHI,2024
53,Mon Feb 12 2024,7:00p,,Box Score,@,Cleveland Cavaliers,W,,123,121,32,21,W 2,19432.0,2:21,,PHI,2024
54,Wed Feb 14 2024,7:00p,,Box Score,,Miami Heat,L,,104,109,32,22,L 1,20015.0,2:13,,PHI,2024
55,Thu Feb 22 2024,7:00p,,Box Score,,New York Knicks,L,,96,110,32,23,L 2,21094.0,2:13,,PHI,2024
56,Fri Feb 23 2024,7:30p,,Box Score,,Cleveland Cavaliers,W,,104,97,33,23,W 1,19938.0,2:19,,PHI,2024
57,Sun Feb 25 2024,1:00p,,Box Score,,Milwaukee Bucks,L,,98,119,33,24,L 1,19831.0,2:14,,PHI,2024
58,Tue Feb 27 2024,7:30p,,Box Score,@,Boston Celtics,L,,99,117,33,25,L 2,19156.0,2:16,,PHI,2024
59,Fri Mar 1 2024,7:00p,,Box Score,,Charlotte Hornets,W,,121,114,34,25,W 1,19788.0,2:12,,PHI,2024
60,Sun Mar 3 2024,1:00p,,Box Score,@,Dallas Mavericks,W,,120,116,35,25,W 2,20277.0,2:25,,PHI,2024
61,Tue Mar 5 2024,7:30p,,Box Score,@,Brooklyn Nets,L,,107,112,35,26,L 1,17086.0,2:20,,PHI,2024
62,Wed Mar 6 2024,7:30p,,Box Score,,Memphis Grizzlies,L,,109,115,35,27,L 2,19757.0,2:22,,PHI,2024
63,Fri Mar 8 2024,7:00p,,Box Score,,New Orleans Pelicans,L,,95,103,35,28,L 3,19777.0,2:15,,PHI,2024
64,Sun Mar 10 2024,7:00p,,Box Score,@,New York Knicks,W,,79,73,36,28,W 1,19812.0,2:18,,PHI,2024
65,Tue Mar 12 2024,7:30p,,Box Score,@,New York Knicks,L,,79,106,36,29,L 1,19812.0,2:11,,PHI,2024
66,Thu Mar 14 2024,8:00p,,Box Score,@,Milwaukee Bucks,L,,105,114,36,30,L 2,17635.0,2:15,,PHI,2024
67,Sat Mar 16 2024,7:00p,,Box Score,,Charlotte Hornets,W,,109,98,37,30,W 1,19957.0,2:15,,PHI,2024
68,Mon Mar 18 2024,7:30p,,Box Score,,Miami Heat,W,,98,91,38,30,W 2,19782.0,2:19,,PHI,2024
69,Wed Mar 20 2024,10:00p,,Box Score,@,Phoenix Suns,L,,102,115,38,31,L 1,17071.0,2:05,,PHI,2024
70,Fri Mar 22 2024,10:30p,,Box Score,@,Los Angeles Lakers,L,,94,101,38,32,L 2,18997.0,2:18,,PHI,2024
71,Sun Mar 24 2024,3:30p,,Box Score,@,Los Angeles Clippers,W,,121,107,39,32,W 1,19370.0,2:01,,PHI,2024
72,Mon Mar 25 2024,10:00p,,Box Score,@,Sacramento Kings,L,,96,108,39,33,L 1,17832.0,2:21,,PHI,2024
73,Wed Mar 27 2024,7:30p,,Box Score,,Los Angeles Clippers,L,,107,108,39,34,L 2,21022.0,2:23,,PHI,2024
74,Fri Mar 29 2024,7:30p,,Box Score,@,Cleveland Cavaliers,L,,114,117,39,35,L 3,19432.0,2:19,,PHI,2024
75,Sun Mar 31 2024,6:00p,,Box Score,@,Toronto Raptors,W,,135,120,40,35,W 1,19114.0,2:09,,PHI,2024
76,Tue Apr 2 2024,7:30p,,Box Score,,Oklahoma City Thunder,W,,109,105,41,35,W 2,20733.0,2:22,,PHI,2024
77,Thu Apr 4 2024,7:30p,,Box Score,@,Miami Heat,W,,109,105,42,35,W 3,19719.0,2:07,,PHI,2024
78,Sat Apr 6 2024,8:00p,,Box Score,@,Memphis Grizzlies,W,,116,96,43,35,W 4,17794.0,2:15,,PHI,2024
79,Sun Apr 7 2024,7:00p,,Box Score,@,San Antonio Spurs,W,2OT,133,126,44,35,W 5,18046.0,2:52,,PHI,2024
80,Tue Apr 9 2024,7:00p,,Box Score,,Detroit Pistons,W,,120,102,45,35,W 6,19796.0,2:15,,PHI,2024
81,Fri Apr 12 2024,7:00p,,Box Score,,Orlando Magic,W,,125,113,46,35,W 7,20149.0,2:21,,PHI,2024
82,Sun Apr 14 2024,1:00p,,Box Score,,Brooklyn Nets,W,,107,86,47,35,W 8,20246.0,2:01,,PHI,2024
83,Wed Apr 17 2024,7:00p,,Box Score,,Miami Heat,W,,105,104,48,35,W 9,19788.0,2:29,Play-In Game,PHI,2024
1,Tue Oct 18 2022,7:30p,,Box Score,@,Boston Celtics,L,,117,126,0,1,L 1,19156.0,2:31,,PHI,2023
2,Thu Oct 20 2022,7:30p,,Box Score,,Milwaukee Bucks,L,,88,90,0,2,L 2,20060.0,2:19,,PHI,2023
3,Sat Oct 22 2022,6:00p,,Box Score,,San Antonio Spurs,L,,105,114,0,3,L 3,19822.0,2:15,,PHI,2023
4,Mon Oct 24 2022,7:00p,,Box Score,,Indiana Pacers,W,,120,106,1,3,W 1,19786.0,2:16,,PHI,2023
5,Wed Oct 26 2022,7:30p,,Box Score,@,Toronto Raptors,L,,109,119,1,4,L 1,19800.0,2:02,,PHI,2023
6,Fri Oct 28 2022,7:30p,,Box Score,@,Toronto Raptors,W,,112,90,2,4,W 1,19800.0,2:05,,PHI,2023
7,Sat Oct 29 2022,8:00p,,Box Score,@,Chicago Bulls,W,,114,109,3,4,W 2,19010.0,2:25,,PHI,2023
8,Mon Oct 31 2022,7:00p,,Box Score,@,Washington Wizards,W,,118,111,4,4,W 3,13746.0,2:14,,PHI,2023
9,Wed Nov 2 2022,6:00p,,Box Score,,Washington Wizards,L,,111,121,4,5,L 1,19855.0,2:14,,PHI,2023
10,Fri Nov 4 2022,7:00p,,Box Score,,New York Knicks,L,,104,106,4,6,L 2,20679.0,2:20,,PHI,2023
11,Mon Nov 7 2022,8:00p,,Box Score,,Phoenix Suns,W,,100,88,5,6,W 1,20347.0,2:18,,PHI,2023
12,Thu Nov 10 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,95,104,5,7,L 1,16066.0,2:19,,PHI,2023
13,Sat Nov 12 2022,7:30p,,Box Score,,Atlanta Hawks,W,,121,109,6,7,W 1,20245.0,2:26,,PHI,2023
14,Sun Nov 13 2022,7:30p,,Box Score,,Utah Jazz,W,,105,98,7,7,W 2,19761.0,2:21,,PHI,2023
15,Fri Nov 18 2022,7:30p,,Box Score,,Milwaukee Bucks,W,,110,102,8,7,W 3,19769.0,2:24,,PHI,2023
16,Sat Nov 19 2022,7:30p,,Box Score,,Minnesota Timberwolves,L,,109,112,8,8,L 1,20515.0,2:23,,PHI,2023
17,Tue Nov 22 2022,7:30p,,Box Score,,Brooklyn Nets,W,,115,106,9,8,W 1,20184.0,2:17,,PHI,2023
18,Wed Nov 23 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,101,107,9,9,L 1,16910.0,2:12,,PHI,2023
19,Fri Nov 25 2022,7:00p,,Box Score,@,Orlando Magic,W,,107,99,10,9,W 1,15384.0,2:12,,PHI,2023
20,Sun Nov 27 2022,6:00p,,Box Score,@,Orlando Magic,W,,133,103,11,9,W 2,16218.0,2:10,,PHI,2023
21,Mon Nov 28 2022,7:00p,,Box Score,,Atlanta Hawks,W,,104,101,12,9,W 3,19778.0,2:18,,PHI,2023
22,Wed Nov 30 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,,85,113,12,10,L 1,19432.0,2:03,,PHI,2023
23,Fri Dec 2 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,109,117,12,11,L 2,17022.0,2:13,,PHI,2023
24,Mon Dec 5 2022,8:00p,,Box Score,@,Houston Rockets,L,2OT,123,132,12,12,L 3,15331.0,2:57,,PHI,2023
25,Fri Dec 9 2022,7:30p,,Box Score,,Los Angeles Lakers,W,OT,133,122,13,12,W 1,20852.0,2:43,,PHI,2023
26,Sun Dec 11 2022,6:00p,,Box Score,,Charlotte Hornets,W,,131,113,14,12,W 2,19765.0,2:17,,PHI,2023
27,Tue Dec 13 2022,7:00p,,Box Score,,Sacramento Kings,W,,123,103,15,12,W 3,19768.0,2:14,,PHI,2023
28,Fri Dec 16 2022,7:30p,,Box Score,,Golden State Warriors,W,,118,106,16,12,W 4,20567.0,2:14,,PHI,2023
29,Mon Dec 19 2022,7:00p,,Box Score,,Toronto Raptors,W,OT,104,101,17,12,W 5,20408.0,2:30,,PHI,2023
30,Wed Dec 21 2022,7:00p,,Box Score,,Detroit Pistons,W,,113,93,18,12,W 6,20615.0,2:13,,PHI,2023
31,Fri Dec 23 2022,7:00p,,Box Score,,Los Angeles Clippers,W,,119,114,19,12,W 7,19996.0,2:16,,PHI,2023
32,Sun Dec 25 2022,12:00p,,Box Score,@,New York Knicks,W,,119,112,20,12,W 8,19812.0,2:16,,PHI,2023
33,Tue Dec 27 2022,7:00p,,Box Score,@,Washington Wizards,L,,111,116,20,13,L 1,20476.0,2:26,,PHI,2023
34,Fri Dec 30 2022,8:30p,,Box Score,@,New Orleans Pelicans,L,,116,127,20,14,L 2,18656.0,2:18,,PHI,2023
35,Sat Dec 31 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,115,96,21,14,W 1,17147.0,2:08,,PHI,2023
36,Mon Jan 2 2023,7:00p,,Box Score,,New Orleans Pelicans,W,,120,111,22,14,W 2,20531.0,2:09,,PHI,2023
37,Wed Jan 4 2023,7:00p,,Box Score,,Indiana Pacers,W,OT,129,126,23,14,W 3,20033.0,2:26,,PHI,2023
38,Fri Jan 6 2023,7:00p,,Box Score,,Chicago Bulls,L,,112,126,23,15,L 1,20766.0,2:04,,PHI,2023
39,Sun Jan 8 2023,3:00p,,Box Score,@,Detroit Pistons,W,,123,111,24,15,W 1,18898.0,2:11,,PHI,2023
40,Tue Jan 10 2023,7:00p,,Box Score,,Detroit Pistons,W,,147,116,25,15,W 2,20221.0,2:14,,PHI,2023
41,Thu Jan 12 2023,7:00p,,Box Score,,Oklahoma City Thunder,L,,114,133,25,16,L 1,20892.0,2:16,,PHI,2023
42,Sat Jan 14 2023,9:00p,,Box Score,@,Utah Jazz,W,,118,117,26,16,W 1,18206.0,2:15,,PHI,2023
43,Sun Jan 15 2023,9:30p,,Box Score,@,Los Angeles Lakers,W,,113,112,27,16,W 2,18020.0,2:11,,PHI,2023
44,Tue Jan 17 2023,10:00p,,Box Score,@,Los Angeles Clippers,W,,120,110,28,16,W 3,15155.0,2:25,,PHI,2023
45,Thu Jan 19 2023,10:00p,,Box Score,@,Portland Trail Blazers,W,,105,95,29,16,W 4,18113.0,2:11,,PHI,2023
46,Sat Jan 21 2023,10:00p,,Box Score,@,Sacramento Kings,W,,129,127,30,16,W 5,17861.0,2:25,,PHI,2023
47,Wed Jan 25 2023,7:30p,,Box Score,,Brooklyn Nets,W,,137,133,31,16,W 6,19772.0,2:32,,PHI,2023
48,Sat Jan 28 2023,3:00p,,Box Score,,Denver Nuggets,W,,126,119,32,16,W 7,21255.0,2:19,,PHI,2023
49,Mon Jan 30 2023,7:00p,,Box Score,,Orlando Magic,L,,109,119,32,17,L 1,19812.0,2:15,,PHI,2023
50,Wed Feb 1 2023,7:00p,,Box Score,,Orlando Magic,W,,105,94,33,17,W 1,20885.0,2:11,,PHI,2023
51,Fri Feb 3 2023,8:00p,,Box Score,@,San Antonio Spurs,W,,137,125,34,17,W 2,15252.0,2:09,,PHI,2023
52,Sun Feb 5 2023,6:00p,,Box Score,@,New York Knicks,L,,97,108,34,18,L 1,17586.0,2:38,,PHI,2023
53,Wed Feb 8 2023,7:30p,,Box Score,@,Boston Celtics,L,,99,106,34,19,L 2,19156.0,2:13,,PHI,2023
54,Fri Feb 10 2023,7:00p,,Box Score,,New York Knicks,W,,119,108,35,19,W 1,21057.0,2:08,,PHI,2023
55,Sat Feb 11 2023,6:00p,,Box Score,@,Brooklyn Nets,W,,101,98,36,19,W 2,17732.0,2:15,,PHI,2023
56,Mon Feb 13 2023,7:00p,,Box Score,,Houston Rockets,W,,123,104,37,19,W 3,19850.0,2:06,,PHI,2023
57,Wed Feb 15 2023,7:30p,,Box Score,,Cleveland Cavaliers,W,,118,112,38,19,W 4,21134.0,2:22,,PHI,2023
58,Thu Feb 23 2023,7:30p,,Box Score,,Memphis Grizzlies,W,,110,105,39,19,W 5,21205.0,2:42,,PHI,2023
59,Sat Feb 25 2023,8:30p,,Box Score,,Boston Celtics,L,,107,110,39,20,L 1,20993.0,2:21,,PHI,2023
60,Mon Feb 27 2023,7:00p,,Box Score,,Miami Heat,L,,99,101,39,21,L 2,20859.0,2:15,,PHI,2023
61,Wed Mar 1 2023,7:30p,,Box Score,@,Miami Heat,W,,119,96,40,21,W 1,19600.0,2:09,,PHI,2023
62,Thu Mar 2 2023,7:30p,,Box Score,@,Dallas Mavericks,L,,126,133,40,22,L 1,20002.0,2:25,,PHI,2023
63,Sat Mar 4 2023,8:30p,,Box Score,@,Milwaukee Bucks,W,,133,130,41,22,W 1,18100.0,2:31,,PHI,2023
64,Mon Mar 6 2023,7:00p,,Box Score,@,Indiana Pacers,W,,147,143,42,22,W 2,15008.0,2:29,,PHI,2023
65,Tue Mar 7 2023,7:30p,,Box Score,@,Minnesota Timberwolves,W,,117,94,43,22,W 3,17136.0,2:14,,PHI,2023
66,Fri Mar 10 2023,7:00p,,Box Score,,Portland Trail Blazers,W,,120,119,44,22,W 4,21001.0,2:21,,PHI,2023
67,Sun Mar 12 2023,6:00p,,Box Score,,Washington Wizards,W,,112,93,45,22,W 5,21220.0,2:12,,PHI,2023
68,Wed Mar 15 2023,7:30p,,Box Score,@,Cleveland Cavaliers,W,,118,109,46,22,W 6,19432.0,2:26,,PHI,2023
69,Fri Mar 17 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,121,82,47,22,W 7,19096.0,2:04,,PHI,2023
70,Sat Mar 18 2023,7:00p,,Box Score,@,Indiana Pacers,W,,141,121,48,22,W 8,17274.0,2:07,,PHI,2023
71,Mon Mar 20 2023,7:00p,,Box Score,,Chicago Bulls,L,2OT,105,109,48,23,L 1,21145.0,2:37,,PHI,2023
72,Wed Mar 22 2023,8:00p,,Box Score,@,Chicago Bulls,W,,116,91,49,23,W 1,20946.0,2:17,,PHI,2023
73,Fri Mar 24 2023,10:00p,,Box Score,@,Golden State Warriors,L,,112,120,49,24,L 1,18064.0,2:21,,PHI,2023
74,Sat Mar 25 2023,10:00p,,Box Score,@,Phoenix Suns,L,,105,125,49,25,L 2,17071.0,2:12,,PHI,2023
75,Mon Mar 27 2023,9:30p,,Box Score,@,Denver Nuggets,L,,111,116,49,26,L 3,19781.0,2:07,,PHI,2023
76,Wed Mar 29 2023,7:30p,,Box Score,,Dallas Mavericks,W,,116,108,50,26,W 1,20583.0,2:26,,PHI,2023
77,Fri Mar 31 2023,7:00p,,Box Score,,Toronto Raptors,W,,117,110,51,26,W 2,20993.0,2:19,,PHI,2023
78,Sun Apr 2 2023,8:00p,,Box Score,@,Milwaukee Bucks,L,,104,117,51,27,L 1,17532.0,2:09,,PHI,2023
79,Tue Apr 4 2023,8:00p,,Box Score,,Boston Celtics,W,,103,101,52,27,W 1,21104.0,2:19,,PHI,2023
80,Thu Apr 6 2023,7:30p,,Box Score,,Miami Heat,L,,101,129,52,28,L 1,21178.0,2:08,,PHI,2023
81,Fri Apr 7 2023,7:30p,,Box Score,@,Atlanta Hawks,W,OT,136,131,53,28,W 1,17627.0,2:34,,PHI,2023
82,Sun Apr 9 2023,1:00p,,Box Score,@,Brooklyn Nets,W,,134,105,54,28,W 2,17732.0,2:06,,PHI,2023
1,Wed Oct 20 2021,8:00p,,Box Score,@,New Orleans Pelicans,W,,117,97,1,0,W 1,12845.0,2:04,,PHI,2022
2,Fri Oct 22 2021,7:30p,,Box Score,,Brooklyn Nets,L,,109,114,1,1,L 1,20367.0,2:21,,PHI,2022
3,Sun Oct 24 2021,7:00p,,Box Score,@,Oklahoma City Thunder,W,,115,103,2,1,W 1,14256.0,2:06,,PHI,2022
4,Tue Oct 26 2021,7:30p,,Box Score,@,New York Knicks,L,,99,112,2,2,L 1,15218.0,2:16,,PHI,2022
5,Thu Oct 28 2021,7:00p,,Box Score,,Detroit Pistons,W,,110,102,3,2,W 1,20017.0,2:22,,PHI,2022
6,Sat Oct 30 2021,7:30p,,Box Score,,Atlanta Hawks,W,,122,94,4,2,W 2,20031.0,2:10,,PHI,2022
7,Mon Nov 1 2021,7:00p,,Box Score,,Portland Trail Blazers,W,,113,103,5,2,W 3,20115.0,2:04,,PHI,2022
8,Wed Nov 3 2021,7:00p,,Box Score,,Chicago Bulls,W,,103,98,6,2,W 4,20438.0,2:13,,PHI,2022
9,Thu Nov 4 2021,7:00p,,Box Score,@,Detroit Pistons,W,,109,98,7,2,W 5,8702.0,2:12,,PHI,2022
10,Sat Nov 6 2021,8:00p,,Box Score,@,Chicago Bulls,W,,114,105,8,2,W 6,20936.0,2:16,,PHI,2022
11,Mon Nov 8 2021,7:00p,,Box Score,,New York Knicks,L,,96,103,8,3,L 1,20224.0,2:04,,PHI,2022
12,Tue Nov 9 2021,7:30p,,Box Score,,Milwaukee Bucks,L,,109,118,8,4,L 2,20029.0,2:14,,PHI,2022
